tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,trigger,direction,total_n
77,0.13415616258070667,0.10980584547771885,-0.08106329455562228,0.3493756197170356,33,-0.0725936198832751,0.17403028544841595,-0.41369297936217037,0.26850573959562013,USD_CHF,20,20,adx_cross,long,110
77,0.1349083926395034,0.11215076456950258,-0.08490710591672165,0.35472389119572845,34,0.2117573667483858,0.16759624911618687,-0.11673128151934048,0.5402460150161121,USD_CHF,20,20,adx_cross,short,111
114,-0.08361895869305784,0.09173273064619576,-0.26341511075960156,0.09617719337348586,50,0.028996716572275875,0.14165250928010203,-0.24864220161672412,0.30663563476127587,USD_CHF,20,20,di_cross_with_adx,long,164
103,0.06453037986572757,0.09454873957776716,-0.12078514970669607,0.24984590943815121,45,-0.005876035978895544,0.14783406598310853,-0.2956308053057882,0.2838787333479972,USD_CHF,20,20,di_cross_with_adx,short,148
49,0.005203879304814377,0.1398008651601656,-0.2688058164091102,0.27921357501873895,21,0.03245882045694405,0.22061872686719902,-0.39995388420276606,0.46487152511665414,USD_CHF,20,25,adx_cross,long,70
61,-0.0038745135036794345,0.12141931152095818,-0.24185636408475747,0.23410733707739861,27,0.18518518518518517,0.1927240401742195,-0.19255393355628508,0.5629243039266554,USD_CHF,20,25,adx_cross,short,88
51,-0.06188443048487241,0.13806828998669696,-0.33249827885879846,0.20872941788905364,22,0.15681071948244518,0.21147483058368197,-0.25767994846157144,0.5713013874264619,USD_CHF,20,25,di_cross_with_adx,long,73
44,0.16402838089941663,0.1442390866336144,-0.1186802289024676,0.44673699070130085,19,-0.05263157894736842,0.23537557657892524,-0.5139677090420619,0.40870455114732507,USD_CHF,20,25,di_cross_with_adx,short,63
35,-0.25892116127971776,0.1599862162034047,-0.5724941450383909,0.05465182247895545,15,-0.2799673843271289,0.24750255891903836,-0.7650723998084441,0.20513763115418626,USD_CHF,20,30,adx_cross,long,50
42,0.10363159389143202,0.1487094625796644,-0.1878389527647102,0.3951021405475742,19,0.3684210526315789,0.21912273678590866,-0.06105951146880201,0.7979016167319599,USD_CHF,20,30,adx_cross,short,61
21,-0.1319952476761143,0.21946879736471225,-0.5621540905109503,0.2981635951587217,9,-0.1111111111111111,0.35136418446315326,-0.7997849126588914,0.5775626904366693,USD_CHF,20,30,di_cross_with_adx,long,30
16,0.15789990784635496,0.24024706168978913,-0.31298433306563167,0.6287841487583417,8,-0.75,0.25,-1.24,-0.26,USD_CHF,20,30,di_cross_with_adx,short,24
109,-0.11926605504587157,0.09553822233524961,-0.3065209708229608,0.06798886073121768,47,-0.23404255319148937,0.14334695545026785,-0.5150025858740144,0.046917479491035585,NZD_USD,14,20,adx_cross,long,156
120,-0.016666666666666666,0.0916571168949671,-0.19631461578080217,0.16298128244746884,52,-0.11538461538461539,0.13909274593315912,-0.3880063974136073,0.1572371666443765,NZD_USD,14,20,adx_cross,short,172
193,0.03626943005181347,0.07212130003665831,-0.10508831802003682,0.17762717812366374,84,-0.07142857142857142,0.10948389105162136,-0.2860169978897493,0.14315985503260645,NZD_USD,14,20,di_cross_with_adx,long,277
184,0.02567891018636173,0.07371178020995231,-0.1187961790251448,0.17015399939786827,79,0.24050632911392406,0.10990419520562775,0.025094106510893666,0.45591855171695445,NZD_USD,14,20,di_cross_with_adx,short,263
102,0.003074912902919489,0.09924492845458753,-0.19144514686807204,0.19759497267391105,45,-0.24444444444444444,0.14618224254646903,-0.5309616398355237,0.042072750946634846,NZD_USD,14,25,adx_cross,long,147
105,0.02857142857142857,0.09801803569660555,-0.1635439213939183,0.22068677853677546,46,0.17391304347826086,0.14679950448812287,-0.11381398531845999,0.4616400722749817,NZD_USD,14,25,adx_cross,short,151
88,0.0,0.10721125348377948,-0.21013405682820777,0.21013405682820777,39,-0.1794871794871795,0.15958699594164083,-0.49227769153279555,0.13330333255843654,NZD_USD,14,25,di_cross_with_adx,long,127
86,-0.046511627906976744,0.10834784226356295,-0.2588733987435601,0.16585014292960662,37,0.35135135135135137,0.15604061329449345,0.0455117492941442,0.6571909534085585,NZD_USD,14,25,di_cross_with_adx,short,123
77,0.11688311688311688,0.11392162223650033,-0.10640326270042376,0.3401694964666575,33,0.030303030303030304,0.1766955119650091,-0.3160201731483875,0.37662623375444815,NZD_USD,14,30,adx_cross,long,110
78,0.07692307692307693,0.11362291475015329,-0.14577783598722352,0.29962398983337735,34,0.0,0.17407765595569782,-0.3411922056731677,0.3411922056731677,NZD_USD,14,30,adx_cross,short,112
35,0.14285714285714285,0.16973957879600132,-0.1898324315830197,0.4755467172973054,15,-0.2,0.2618614682831909,-0.7132484778350541,0.3132484778350541,NZD_USD,14,30,di_cross_with_adx,long,50
42,0.09523809523809523,0.15546387747761883,-0.2094711046180377,0.39994729509422816,18,0.2222222222222222,0.23647127470752347,-0.24126147620452376,0.6857059206489682,NZD_USD,14,30,di_cross_with_adx,short,60
69,-0.15942028985507245,0.11971689467377294,-0.3940654034156674,0.07522482370552253,30,-0.26666666666666666,0.17897109079679924,-0.6174500046283932,0.08411667129505984,NZD_USD,20,20,adx_cross,long,99
