tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,level,reject,direction,total_n
140,0.024513426991227074,0.08454654847867141,-0.14119780802696888,0.19022466200942303,61,0.21311475409836064,0.12613366597817277,-0.034107231218857975,0.4603367394155793,AUD_USD,s3,False,long,201
66,-0.008607882139821343,0.12326334859784532,-0.2502040453915982,0.2329882811119555,29,0.10344827586206896,0.18796831555013707,-0.2649696226161997,0.4718661743403376,AUD_USD,s3,True,long,95
870,0.07629672907610156,0.0337010215705503,0.010242726797822982,0.14235073135438014,373,-0.0010606727152133251,0.051722988500011016,-0.10243773017523493,0.10031638474480827,AUD_USD,r1,False,short,1243
435,0.052278278423441946,0.04774810581675041,-0.04130800897738886,0.14586456582427276,187,-0.012810860549596632,0.07296570287902382,-0.15582363819248332,0.13020191709329007,AUD_USD,r1,True,short,622
359,0.040756363156756986,0.05246614786328364,-0.06207728665527894,0.14359001296879292,155,0.0018242435225516486,0.08034264600855127,-0.15564734265420885,0.15929582969931214,AUD_USD,r2,False,short,514
189,0.04389740863573027,0.07230594888820298,-0.09782225118514756,0.1856170684566081,81,-0.012345679012345678,0.1117948782486101,-0.23146364037962147,0.20677228235493011,AUD_USD,r2,True,short,270
119,0.058823529411764705,0.0918980548099933,-0.12129665801582216,0.23894371683935156,52,-0.23076923076923078,0.13624844392924543,-0.4978161808705518,0.03627771933209023,AUD_USD,r3,False,short,171
60,0.2,0.12755856082865613,-0.05001477922416603,0.45001477922416605,26,-0.38461538461538464,0.18461538461538463,-0.7464615384615385,-0.022769230769230764,AUD_USD,r3,True,short,86
830,0.012654174400426394,0.03354772679185212,-0.05309937011160376,0.07840771891245654,356,0.07609562256392717,0.048649195678914806,-0.01925680096674584,0.17144804609460018,USD_CAD,s1,False,long,1186
412,0.012007307094167793,0.04801863801757811,-0.0821092234202853,0.10612383760862089,177,0.056402423076984946,0.06911582038497002,-0.0790645848775563,0.1918694310315262,USD_CAD,s1,True,long,589
334,0.04862863797100117,0.052639155992795644,-0.054544107774878295,0.15180138371688062,144,0.2480060089037438,0.07351240156749979,0.10392170183144422,0.3920903159760434,USD_CAD,s2,False,long,478
