tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,pattern,strict,direction,total_n
492,-0.03263355921689723,0.04440692843392302,-0.11967113894738635,0.05440402051359189,211,0.05233182325616907,0.06850767294028173,-0.08194321570678313,0.18660686221912126,AUD_CHF,hammer,False,long,703
147,-0.03382539897838943,0.08133080721848998,-0.19323378112662978,0.12558298316985092,64,0.2366398840379368,0.12141394928250797,-0.0013314565557788205,0.4746112246316524,AUD_CHF,hammer,True,long,211
470,0.007720494196294437,0.04557390864288771,-0.08160436674376548,0.09704535513635434,202,0.02773200804221635,0.06988987353476864,-0.10925214408593018,0.16471616017036286,AUD_CHF,shooting_star,False,short,672
155,0.027725754285950636,0.08031393947812683,-0.12968956709117793,0.18514107566307922,67,-0.038592392004721206,0.12239436700661768,-0.27848535133769187,0.20130056732824944,AUD_CHF,shooting_star,True,short,222
290,-0.08123841021547751,0.057724127744298956,-0.19437770059430345,0.03190088016334844,125,0.04541843001144851,0.08734432746959063,-0.12577645182894912,0.21661331185184615,AUD_CHF,bull_engulf,False,long,415
112,-0.1833614802678621,0.09101923994288877,-0.3617591905559241,-0.004963769979800109,48,0.23348335782286034,0.1368472139152449,-0.03473718145101967,0.5017038970967403,AUD_CHF,bull_engulf,True,long,160
294,0.006873205154901907,0.05705550273964945,-0.10495558021481101,0.11870199052461482,126,0.1497116198321293,0.08808166404499612,-0.02292844169606309,0.32235168136032166,AUD_CHF,bear_engulf,False,short,420
119,-0.09281539494242651,0.08849811709599903,-0.2662717044505846,0.0806409145657316,52,0.2089166172855441,0.13558012819934537,-0.05682043398517281,0.474653668556261,AUD_CHF,bear_engulf,True,short,171
465,-0.08408560407538501,0.04315283189753979,-0.168665154594563,0.0004939464437929697,200,0.0848296911225937,0.05909019840431061,-0.0309870977498551,0.20064647999504248,AUD_NZD,hammer,False,long,665
144,-0.10626860185710518,0.07678106336021476,-0.2567594860431261,0.04422228232891573,62,0.036397413990519455,0.1061047805281425,-0.17156795584463982,0.24436278382567875,AUD_NZD,hammer,True,long,206
471,0.1919090078578647,0.04192268921613891,0.10974053699423242,0.27407747872149696,203,-0.14892067285055363,0.059515648662787364,-0.26557134422961687,-0.032270001471490395,AUD_NZD,shooting_star,False,short,674
130,0.16201914174288934,0.08212121196930613,0.00106156628304932,0.32297671720272936,56,-0.16425073934196632,0.11415486493258512,-0.38799427460983316,0.05949279592590051,AUD_NZD,shooting_star,True,short,186
320,-0.08064538665938462,0.052218188292693715,-0.1829930357130643,0.02170226239429507,138,0.09872194239795924,0.0690039369320015,-0.03652577398876371,0.23396965878468218,AUD_NZD,bull_engulf,False,long,458
132,-0.06234749144186035,0.08206105055189587,-0.22318715052357627,0.09849216763985555,57,0.01730496552407932,0.10840963030935817,-0.1951779098822627,0.22978784093042132,AUD_NZD,bull_engulf,True,long,189
302,-0.06384681280605697,0.05380802248862965,-0.16931053688377107,0.041616911271657134,130,-0.14979126606986776,0.07267135710704038,-0.29222712599966694,-0.007355406140068604,AUD_NZD,bear_engulf,False,short,432
120,-0.0695165449154102,0.08616568675716975,-0.2384012909594629,0.0993682011286425,52,-0.27992298342539784,0.11433912943448937,-0.504027677116997,-0.05581828973379868,AUD_NZD,bear_engulf,True,short,172
473,-0.07490923972581888,0.04488233147345347,-0.16287860941378768,0.013060129962149919,204,0.10314102949216171,0.06675714057366793,-0.027702966032227425,0.23398502501655083,AUD_CAD,hammer,False,long,677
