tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,k,atr_period,direction,total_n
223,0.14339270312430916,0.0648192757920192,0.016346922571951528,0.2704384836766668,96,-0.07212425625449048,0.09563512306419261,-0.259569097460308,0.11532058495132702,EUR_USD,200,1.5,14,short,319
205,0.13195560992807065,0.06816104519096096,-0.0016400386462128158,0.2655512585023541,88,-0.18917974267092916,0.09909023986630673,-0.38339661280889037,0.0050371274670320265,EUR_USD,200,2.0,14,short,293
191,-0.07060177589033426,0.07116651616985299,-0.21008814758324612,0.06888459580257761,83,-0.09703484961712244,0.10730972862937099,-0.30736191773068955,0.11329221849644469,EUR_USD,200,2.5,14,short,274
550,-0.051656252482321696,0.042270759509102654,-0.1345069411201629,0.031194436155519506,236,0.05392742043076639,0.06374676240941085,-0.07101623389167888,0.17887107475321165,GBP_USD,20,1.0,14,long,786
401,-0.026187544713130964,0.04958404997015161,-0.12337228265462812,0.07099719322836619,172,0.04421513776107082,0.07369776483473557,-0.1002324813150109,0.18866275683715256,GBP_USD,20,1.5,14,long,573
258,0.0726303623716308,0.06179088831773379,-0.04847977873112744,0.19374050347438904,111,-0.05222551159625427,0.09305979744561506,-0.23462271458965978,0.13017169139715123,GBP_USD,20,2.0,14,long,369
139,0.060765195754866864,0.08472233942528402,-0.10529058951868983,0.22682098102842355,60,-0.017639024136940316,0.12617784092061662,-0.2649475923413489,0.22966954406746826,GBP_USD,20,2.5,14,long,199
538,-0.10538956893429627,0.0424841257486112,-0.18865845540157422,-0.022120682467018316,231,-0.016446515285994775,0.06402612805961864,-0.14193772628284732,0.10904469571085776,GBP_USD,20,1.0,14,short,769
396,-0.002449344006843987,0.04949965801694064,-0.09946867372004764,0.09456998570635966,170,-0.06517829132361802,0.07458392034426164,-0.21136277519837085,0.08100619255113481,GBP_USD,20,1.5,14,short,566
262,0.045267904004026055,0.060919663387896596,-0.07413463623625127,0.16467044424430338,113,-0.138816793747053,0.08954433893535373,-0.3143236980603463,0.0366901105662403,GBP_USD,20,2.0,14,short,375
133,0.019931908721228457,0.08614443409587301,-0.14891118210668264,0.18877499954913957,57,-0.2614488722852645,0.12242584453355441,-0.5014035275710311,-0.02149421699949783,GBP_USD,20,2.5,14,short,190
397,-0.1356621985917734,0.04940921117039373,-0.23250425248574508,-0.03882014469780169,171,-0.012950417823998236,0.0755067243020673,-0.16094359745605014,0.1350427618080537,GBP_USD,50,1.0,14,long,568
349,-0.026728827075842537,0.05321047844441469,-0.13102136482689533,0.07756371067521026,150,-0.00855935074612575,0.08142931541474281,-0.16816080895902163,0.15104210746677016,GBP_USD,50,1.5,14,long,499
