tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,period,threshold,recovery,direction,total_n
3.0,0.3333333333333333,0.6666666666666667,-0.9733333333333336,1.6400000000000001,2.0,0.0,1.0,-1.96,1.96,EUR_USD,28,25,1,short,5
2.0,0.41847177056348306,0.5815282294365169,-0.7213235591320901,1.5582671002590562,2.0,-1.0,0.0,-1.0,-1.0,EUR_USD,28,25,2,short,4
1.0,0.15852739537191793,,,,1.0,1.0,,,,EUR_USD,28,25,3,short,2
1.0,0.3561155376655195,,,,1.0,1.0,,,,EUR_USD,28,25,4,short,2
58.0,-0.11048516137333311,0.12955689909893459,-0.3644166836072449,0.1434463608605787,25.0,0.23641065729305868,0.19306662023140425,-0.14199991836049367,0.6148212329466111,EUR_USD,28,30,1,short,83
31.0,-0.13429214383461396,0.1780042334642562,-0.48318044142455613,0.2145961537553282,14.0,-0.2366411532746588,0.2537847010750791,-0.7340591673818138,0.26077686083249624,EUR_USD,28,30,2,short,45
16.0,-0.30259203778925514,0.23769851242126844,-0.7684811221349412,0.163297046556431,7.0,0.5048420007196738,0.2999506406791354,-0.08306125501143158,1.0927452564507791,EUR_USD,28,30,3,short,23
5.0,0.07122310753310393,0.4528495677889868,-0.8163620453333101,0.9588082603995179,3.0,-0.3333333333333333,0.6666666666666667,-1.6400000000000001,0.9733333333333336,EUR_USD,28,30,4,short,8
197.0,-0.07057715445722633,0.06972145090512677,-0.20723119823127478,0.06607688931682214,85.0,0.33073095654535073,0.0986239813383961,0.13742795312209438,0.524033959968607,EUR_USD,28,35,1,short,282
104.0,-0.031054849380141008,0.09642436113762581,-0.2200465972098876,0.1579368984496056,45.0,0.14868180033259515,0.14021369545948031,-0.12613704276798626,0.42350064343317656,EUR_USD,28,35,2,short,149
