tr_n,tr_mean_r,tr_se_r,tr_ci_low_r,tr_ci_high_r,te_n,te_mean_r,te_se_r,te_ci_low_r,te_ci_high_r,pair,fast,slow,signal,trigger,direction,total_n
168,0.1069356025998795,0.07586318003503223,-0.04175623026878367,0.25562743546854266,73,0.01625038020117253,0.11532658071523863,-0.20978971800069518,0.24229047840304024,GBP_USD,24,52,9,signal_cross,long,241
160,0.016514361282128846,0.07884971280924745,-0.13803107582399615,0.17105979838825386,69,0.022075255168440517,0.11932071401823018,-0.2117933443072906,0.25594385464417163,GBP_USD,24,52,9,signal_cross,short,229
55,0.04361777321452557,0.13426698401265108,-0.21954551545027054,0.3067810618793217,24,-0.04477535016865499,0.20393524497244972,-0.4444884303146564,0.35493772997734646,GBP_USD,24,52,9,zero_cross,long,79
63,0.16652040271563295,0.12444854341425615,-0.07739874237630909,0.41043954780757497,28,-0.2857142857142857,0.18442777839082938,-0.6471927313603113,0.0757641599317399,GBP_USD,24,52,9,zero_cross,short,91
150,-0.010201801750732785,0.08089220497311728,-0.16875052349804265,0.14834691999657706,65,-0.019463594594336796,0.12128653497283094,-0.25718520314108545,0.21825801395241184,GBP_USD,24,52,13,signal_cross,long,215
147,0.04076306133191582,0.08228886376055382,-0.12052311163876966,0.2020492343026013,63,0.11524128030240424,0.12258353378562582,-0.12502244591742237,0.3555050065222308,GBP_USD,24,52,13,signal_cross,short,210
55,0.04361777321452557,0.13426698401265108,-0.21954551545027054,0.3067810618793217,24,-0.04477535016865499,0.20393524497244972,-0.4444884303146564,0.35493772997734646,GBP_USD,24,52,13,zero_cross,long,79
63,0.16652040271563295,0.12444854341425615,-0.07739874237630909,0.41043954780757497,28,-0.2857142857142857,0.18442777839082938,-0.6471927313603113,0.0757641599317399,GBP_USD,24,52,13,zero_cross,short,91
597,0.01563804239846803,0.04088070026785125,-0.06448813012652041,0.09576421492345646,257,0.03967537706268241,0.06233369016786022,-0.08249865566632363,0.16184940979168844,AUD_USD,6,13,5,signal_cross,long,854
546,-0.00469422347565318,0.04262509023452212,-0.08823940033531653,0.07885095338401017,235,0.0151806298661098,0.06525133540625198,-0.11271198753014408,0.14307324726236367,AUD_USD,6,13,5,signal_cross,short,781
252,0.07609703399498634,0.06273041800584454,-0.046854585296468965,0.19904865328644164,109,0.09389787457525663,0.09461889755837587,-0.09155516463916007,0.2793509137896733,AUD_USD,6,13,5,zero_cross,long,361
256,0.026599365842626663,0.062482250823321255,-0.095865845771083,0.14906457745633633,110,-0.09090909090909091,0.09538601137945486,-0.2778656732128224,0.09604749139464061,AUD_USD,6,13,5,zero_cross,short,366
449,0.028471437817934542,0.04713150017505188,-0.06390630252516714,0.12084917816103623,193,0.025906735751295335,0.07214456122095503,-0.11549660424177653,0.1673100757443672,AUD_USD,6,13,9,signal_cross,long,642
453,0.030018623161001547,0.04683105115644825,-0.061770237105637026,0.12180748342764011,195,0.015384615384615385,0.07178731881270427,-0.12531852948828498,0.15608776025751575,AUD_USD,6,13,9,signal_cross,short,648
252,0.07609703399498634,0.06273041800584454,-0.046854585296468965,0.19904865328644164,109,0.09389787457525663,0.09461889755837587,-0.09155516463916007,0.2793509137896733,AUD_USD,6,13,9,zero_cross,long,361
256,0.026599365842626663,0.062482250823321255,-0.095865845771083,0.14906457745633633,110,-0.09090909090909091,0.09538601137945486,-0.2778656732128224,0.09604749139464061,AUD_USD,6,13,9,zero_cross,short,366
400,0.01190981427539445,0.0498746475412688,-0.0858444949054924,0.10966412345628129,172,0.10465116279069768,0.07605200337344412,-0.044410763821252794,0.25371308940264814,AUD_USD,6,13,13,signal_cross,long,572
408,0.010401690072640146,0.0493447334489898,-0.08631398748737985,0.10711736763266015,176,-0.027959831458197824,0.07534954554556492,-0.17564494072750506,0.11972527781110939,AUD_USD,6,13,13,signal_cross,short,584
252,0.07609703399498634,0.06273041800584454,-0.046854585296468965,0.19904865328644164,109,0.09389787457525663,0.09461889755837587,-0.09155516463916007,0.2793509137896733,AUD_USD,6,13,13,zero_cross,long,361
256,0.026599365842626663,0.062482250823321255,-0.095865845771083,0.14906457745633633,110,-0.09090909090909091,0.09538601137945486,-0.2778656732128224,0.09604749139464061,AUD_USD,6,13,13,zero_cross,short,366
471,0.03952544397225209,0.046010163863931294,-0.05065447720105325,0.12970536514555742,202,0.0297029702970297,0.07050343958143887,-0.10848377128259049,0.1678897118766499,AUD_USD,8,17,5,signal_cross,long,673
